comment,is_toxic
thích yêu cmm bắt m đợi lồn . đợi lí do tìm xem kèo ngon,1
thầy k ta,0
idol tui,0
dân việt nam ko dư tiền đâu mấy vff,0
ê cu . chửi lôi bắc kì hả thằng con nít . tiếng việt đéo sõi bày đặt tiếng nhóc con,1
nice,0
2 r tòa đâu,0
thằng cu cay lắm òi bro loạn ngôn chuyển dần phân biệt ae nam bắc . t sài gòn . gốc sg,0
mong rách vượt bão tố ko thêm rách,1
cắn,1
"thằng ad hùng hồn trung quốc bảo mày xả đập tao , ko tao ném boom mày . ad mộng du",1
"giá xăng rẻ vài ngàn đồng , thu nhập cá nhân thấp vài ngàn đô , thiên đường xhcn",0
rank bk cày thuê khổ z . trình lb kéo k .,0
"ý thức văn minh , chót vót đéo nổi .",1
"giữ lâu , phạt , thu tiền bãi , đem xe sửa tiền mua",0
bọn ngồi mát ăn bát vàng bắt tù mọt gông !,1
đạo thiên lý nghe memories maroon 5 bé,0
đần,1
đánh gà đtc đồ ha,1
"ae xin 1 đăng ký kênh , , ,",0
sory địt mẹ m bắt bẩn cc loại m sứng đáng bú cú bố m,1
cút nước,1
hai vu truyền thuyết hả,0
ri đị mẹ mày fake,1
"mày tiếng vn , đẻ vn đấy ad chó ah",1
"đm trang phản động mọi . thp doanh nghiệp nhà nước làm gì sai trái , bọn đào bùn lấy cặn đấy .",1
bố mẹ tự hào lắm hâm mộ đứa bỏ,1
giống abe,0
khuyên thầy,0
nghĩa nguyễn dễ toang lắm,0
"jack công ty j97 thiện chí liên hệ , rõ thông tin sai lệch vừa qua phía viruss . mong viruss đại diện bên phản hồi sớm jack . đồng thời , ngừng đưa thêm thông tin dẫn dắt cộng đồng mạng cá xem thêm",0
ngu thích thể hiệu toxic ngu học chơi game bớt ảo tưởng mặt lồn zero,1
gái non e đưa đường ko mo khẩu trang đeo tra lời y lam,0
cu bé,1
mã mẹ mày,1
vd sủa farm tốt out farm ngứa đít vl,1
già đầu đừng t chửi nhục mặt,1
khốn nạn,1
im cmm mồm . đòi dân chủ hóa . đm thg tàu bóp chết . tha . bật xem thg dân chủ cạnh cầu cứu k . toàn mấy thg xàm,1
tao tưởng coi thằng thiểu năng vs dẹo,1
t tưởng t coi sếch,0
huy vũ đánh sion đúng cách,0
đỉ mẹ m,1
"thằng ad k bme tù đấy , rõ khổ",1
lũ qatar bọn rác rưởi chúng mày hối lộ đc đăg cai wc . lđbd chúng mày lũ súc vật,1
dường như trọng tài tương lai ae việt nam acc tài khoản ?,0
"vây , , , ko tân hiệp phát",0
"khốn nạn , mẹ thanh niên sức dài vai rộng trộm cướp , thứ chó",1
tàn nhẫn,1
chết ha mấy đứa,0
fake mọi,0
mấy thánh mõm onl bắt đầu,1
đúng bồi thường 5 củ 1,0
lý cẩm cương ngu rời dậy đéo tư duy đồ,1
loại ăn hại,1
mày não,1
xin địa chỉ bán áo,0
bỏ fan tồi tệ thật,1
đc,0
4 thằng ko phãi ba ... bắt đc đánh què tay,1
"vn giờ luật chộm cắp tử hình , bố tk dám chộm , thề .",1
nghỉ mẹ,1
"mấy thằng ko ăn , ko tôn lâu đâu , thể gặp báo",1
tại sao dùng kinh nghiệm tại sao tin dùng cầu thủ trẻ tại sao,0
su bin phía 1 gái,0
ui toàn lũ tham ô tham nhũng . hốc hết cứt dân,1
gà ngooo gg ez,1
tr dmm,0
ko khách sáo . tài trận thật sự thiếu công bằng . cẩu thả treo còi vị,0
phía công ty thiện chí liên hệ bên kia . bên kia mau mau hồi âm xem đừng im re như thế . sao lắm mồm khua múa nhanh lắm . mấy ko sủi tăm ta . hiện hồn nhầm xuất hiện,0
só cailoll mẹee m ngoài vòng cấm phạm lỗi ôm banh phạt thẻ vàng,1
tham gia .,0
đụ mẹ bắt vô r giờ xin lỗi . xin vĩnh biệt mày,1
"cút mẹ chăn trâu , hlv ngu chó",1
nãy ko xin lỗi tao vĩnh biệt mày,1
khẩu nghiệp tụ vành môi v má,0
khốn nạn xã hôi vn !,1
để ý xe nha kakaka . kieu ly tào hữu nghĩa,0
linh cẩu,0
ko tí phá,0
mắt oắt tai rơi,1
dm bóng muộn màng nhìn gốm vkl,1
"trossie dẫn dắt , tương lai việt nam thành nhật bản thứ 2",0
alo đc,0
m bắt đáng r thằng ad hãm lz .,1
tốt khuya ngủ sớm !,0
chuyên lắm ... nhiệt tình,0
mọe loại trai đéo nữ . xàm lol quen,1
địt cụ mày,1
đm abe giống bóng vcccc,1
3 thằng hèn .,1
cc acc fake,1
tay tay,0
sen cướp sen dí ko kịp bảo vệ chủ v chết r sen,0
nguyễn hồng cẩn thận cháu,0
đâu khóc sầu,0
tưởng đánh nguu,1
đúng ván lật ngửa ..... ha ha ha ha ....,0
uk đroi,0
lí do mắc mệt,0
diệu linh đầu chơi trung thu tar,0
lol nghĩa cười to cười tao xem cười to cười hả,0
thùy trang thứ điên v mày,1
quên kéo,0
lũ máu lạnh bạo lực,1
link đâu con mẹ m,1
live sợ đuồi bầu,1
đàn ông đứng quảng trường hét to lãnh đạo đất nước thằng ngu .,1
phoanh lee đọc đỡ buồn,0
thương vr đạo nhạc sp đạo cl,1
nội fake,0
coi chừng,0
bg vn thanh niên sống nhục ? sống uông kiếp sv chi ha mồm doi người ta quang ăn thua ăn,1
giống loài tỏ thượng đẳng chả củ lìn .,1
bán xôi kiếm đồng lẻ cướp kg tha,0
lữ văn thánh bảo trẩu,1
reffere dick,1
vtv1 tẩy chai đỉ trần mu,1
giờ gọi grab ship hàng thui đường chi,0
fake tự nhiên vô hứng đạn kia,0
trẻ trâu,1
hãy cút đi thằng già hlv óc chó,1
yêu chị .,0
bọn khốn nạn hy vọng bọn chúng sống lâu,1
má,1
ad phố hcm củ cải . kêu sài gòn nghe cai tên éo ưa,1
ăn cúng,0
"người ta vi phạm giao thông giữ phương tiện đóng phạt , giữ tài sản người ta trách nhiệm , chơi luật rừng huề",0
tội gái bán xôi,0
vr hẳn 1 buổi stream đối chất tính jack đưa bằng chứng,0
xàm lồn chửi chửi chủ yếu ăn tiền mạng . khùng thúi,1
. mở miệng phật phật .... đỉ lol ... ô ế cửa phật,1
ngu thua cay,1
chó đồng phạm,0
dô chó trọng tai trạm tay tính ben,1
nguuu chơi game quạo,1
minh hiếu dethw,0
đéo cao bằng gặp đc đcm,1
đằng chả mất njk xin lỗi lmj mệt,1
"thương thầy , thầy sela",0
"dm , giàu mặc lol người ta bảo đẹp",1
bỏ tụi bây ăn cướp nghèo giàu hông cướp,0
ditme bỏ nghề,1
đúng r ..,0
ngọc quyên cẩn thận nè e,0
đù má ság mò cl j đc page loằn vl . toàn mấy đkm tháh rãh cmn hág . xin lỗi e hơi thiếu lịch sự tí . e xin xin phép dí buồi mặt ad . page vl,1
nhân dân vn tức là cờ đỏ . đám cờ vàng lũ súc vật lưu vong . hiểu hông ?,1
thằng chó 3,1
nghe đấm tai,1
khóc lóc xin lỗi,0
"đọc cmt t buồn cười vcl , fan thằng toàn mấy thằng trẻ trâu . đéo hiểu kiểu , đánh ngu rõ lắm",1
đính chính anh em tài khoản giả mảo,0
bọn tuyển thủ top tier hàn choke hoài mẹ j ba thg rách cẹc j ko choke,1
3 nhìn mặt bt cô hồn quỷ r,1
loại mau chết hết sống ăn bám trộm cướp xã hội ưa,1
xem tom jerry đừnng xem mèo tom,0
tội nghiệp cháu hy vọng phép màu mẹ đỡ đau lòng,0
"xin đừng tin xã hội lừa đảo , cướp giật , trộm cắp khắp .",0
chính sách ngu dân hiệu quả,1
chúa ko thể cứu vãn nỗi con người quẩn trí 1 cách ảo tưởng,1
cố tin,0
mày cút khỏ đất nước tao . loại vô dụng,1
hahaha ngu tỏ ra vẻ uyên thâm xog giờ oẳng tỏ ra vẻ cao ngạo,1
bỏ tật hóng hớt,0
xử lý hình sự sáng mắt đc !,0
căng thẳng bro,0
mk thích xem a độ đá vs a bô béo,0
kiến hoàng chơi sion đúng cách nè mài,0
lũ khốn nạn .,1
trí trần xuân thương bro,0
long đào tội,0
"đâu t , chụp màn hình",0
đinh thanh tùng lên tiếng bảo vệ jack,0
đéo thích cút mẹ,1
lũ khốn nạn . rút sương máu dân,1
nguyễn thanh tín thằng đàn bà mồm dính cut,1
tính mấy thằng ăn cướp thông minh ...,0
"chó ko , trộm cắp cướp giật , tăng hình phạt thật nặng , ko xã hội loạn , trộm cắp cướp giết , tham ô , tham nhũng , xã hội văn hóa trầm trọng ,",1
3 ngu vải hahaha,1
yêu ghê hà,0
bọn bẩn thỉu nhơ nhớp xã hội xem ức chế thật tội gái .,1
táo k đẩu trả xem,0
v rapper xem bao màn sấy mắt bản làng,0
điểm gay ấn tượng nổi bật,0
"loại mê trai , dại trai , đáng lắm , chừa ,",1
loại mày thiếu lão đòi trọng tài bắt ngu đéo nhục,1
cổng xấu vcc,1
ăn bẩn ko chừa thứ kể cả bê tông .,1
bio page viết sai chính tả ta làm ăn đc,0
đào quang huy master lê ng lê như ý sara catoner tên tốc chiến global ban,0
lỗi cc bé oii súc phạm việt nam xin lỗi ah ko chịu đâu,1
"ý thức đúng bảo vệ cộng đồng , đâu mấy loại trốn khai báo , khai báo sai livestream khoe trốn cách li đâu , ý thức chuột cắn . hãm",1
thg mực đánh óc chó đéo ngu,1
"2 , đc j chx , ko tố ,",0
dm trọng tài,1
tao trả tiền mạng đọc mấy tin tức lol . quang hải thằng quan tâm vcc . ỉa giờ đăng báo,1
"thách đấu , toàn thuê bên kia diễn",0
thằng oc tính kẻ chủ mưu va tù nặng,1
"bố m bảo , h nhục chó , đàn ông đàn ang cmn chất , sợ lồn",1
kêu call video coi tuổi thử,0
hanh viet 1 hoa 1 vùng cứt,1
hhhhh show nhìu hành động,0
xin lỗi cặc,1
kết quả thành tích thể mày việt nam,0
nhanh,0
nhét cu mồm,1
vietnamfootball xem,0
"you should retire , bitch",1
lủ ko nhân tính . sớm gặp báo ứng . dời vai trả dến,1
mong pl trừng trị kẻ xem thường mạng sống đe thế hệ trẻ,0
nói chuyện n .. câm . ko cmt ko tay tật đâu,1
mong sau này con cháu gặp tốt j .,0
quânanh dogy,1
trọng tài cận bay acc . xin vĩnh biệt cụ,1
"ta ước gì lão hitler tái sinh đất nước , hết lũ cặn bã dơ bẩn",1
chấp thằng thiểu năng trần ngọc giàu,1
toàn thanh niên ham ăn chơi lười lao động ...,1
đội trưởng mĩ hihihi,0
nguyễn văn nam that khong,0
sân bay nhục phụ,1
chó ăn cứt,1
ngu thi chet khoc cl,1
đánh rank bạck kim đc bạch kim gánh sướng,0
nhìn a độ hồi xưa chất,0
what the fuck,1
tội z anhtrai,0
củ cc đấm mỏm cmm giờ,1
"chế độ tốt sinh con người tốt . hết xả súng da đen , trẻ em , cs mỹ 3 trò ..",1
cai thu me trai gio travh,1
lồn,1
xinh vaicalon y kien gi,1
10 k 1 k follow mua ib,0
bản chất thật bọn cơm sườn công khai lộ liễu dấu diếm .,1
nghỉ,0
like cm tụi ăn ham hố trời . lũ điên,1
xin vĩnh biệt cũ chờ bay acc,1
thag chơi game ngáo lun qa,1
bất lực,0
ma toi con mẹ,1
anh em yếu sly ib,0
mong xe ô tô hai thằng trộm chó,1
lủ vc đcs bịnh thần kinh ác hiểm dân tộc vn !,1
k check map xoq ngựa ngựa r s thua,1
minh đặngg chúng nó bắt chước,0
sorry cặc,1
bố lạy mày,0
lmaon t ya ảnh quạo,0
cách giải quyết hợp lý xác thực livetream linh tinh kia,0
"ghê đấy , ủng hộ thêm shop xem",0
tại sao xin lỗi ?,0
"thg chúa toxic , ngta lâu lâu chửi mở mồm văng tục",1
cầu xin phật trời phép màu sống mẹ chủng loại bọn khốn nạn kia pháp luật đâu công lý đâu hãy hống hách tàn độc kia luật,1
bố lạy mày đừng hiếp dâm thị giác bố ad,1
abe muôn,0
idol tui . v phò tiệp tiệp j . đm 1 đàn bà .,1
"3 tán gia bại sản , trả nghiệp dừa",1
mày tưởng xin lỗi xong ?,0
woh wh acc clone trẩu,1
trông nch mấy đứa c1 nglon chả nch,1
linh ngô tội tôn sùng hóa ra ngu đần k bản thân ngu đần kiểu j lấy bản thân sửa lỗi viết đéo hỉu học kiểu j đc lớp,1
thâm độc,0
moa sát bên v lấy,0
hứa sơn ghép thành ộp pa nhá,0
đúng nè mọi,0
cày thách đấu k,0
bọn tàu chó má,1
rank mặc rầu kda rank ta cày kiểu,0
rác,1
đem bắn thể loại,1
vật . thg con mẹ hấp hối thoi thoi mày đâu r xúc vật . đéo lo chôn cha mẹ m cắn bậy thg tiểu nhân viruss chó,1
hốt lũ chó,1
"dume . đầu óc đ gói trà túi lọc , tinh túy thoát hết , cặn bã",1
nổ chó,1
m tìm chữ t nịnh t bênh hộ t . đừng mở mồm chê ng ok m nhìn m xem r hãy phán xét,0
sai,0
ko đòi ăn ăn cứt đb mấy thk l gặp t vài bộp khỏi ăn cơm,1
"chịu làm tình chủ , chơi khăm , làm tình chủ thích . phát chỗ bán , hai tình thật tốt tìm xe , mua xế",0
đm chúng mày,1
hallen nguyen nóng c,0
thanh niên xp độ mixi,0
"khổ vi phạm xử xử qua loa , vi phạm quy phạm moi tiền",0
thằng đầu bò,1
bt thằng ăn trộm ko bt,1
minh toàn,0
má ăn mặc đeo giống,1
"chao minh hieu , hom nay thay minh hieu dep gai ha",0
nhây thua đăng,0
dần chớm tình yêu nước r đấy,0
vcl mấy thằng streamer gọi fan . đúng viewer . hài vcl,1
bắt dc bọn chặt tay khỏi xét sử j,1
thổi kèn đám ma nhóc,1
16 k like nghỉ strem,0
"quay phim lấy xe bắt chó bắt , chờ",0
khổ thích thể hiện,0
bò đỏ yêu thương bố tàu hết ghét,1
mả cha mấy thằng ăn bánh mì,1
giải quyết 5 triệu hợp lí,0
fuck you mother mẹ mày,1
"im mẹ mồm , đm chúng mày thay mẹ hết đồ người ta",1
tính nc tiên tiến lấy đâu tiền dịnh cư mỹ,0
chỗ hợp lý . ngta live nch phiến . mấy đóm stupid sủa chẳng,1
"pháp luật việt nam đủ mạnh nghiêm minh . bắt kẻ ăn cắp xe trộm , chặt hai tay chúng . tham ô 1 tỷ xử án tử . dân yên vui .",1
"cơ bản trận thằng tf đánh ngu feed 1 15 1 17 chửi team . mực tính trẩu , xong game kết bạn thằng tf xong mời tổ đội chửi mồm . drama xong",1
mối thơm,0
dell hiểu kiểu j,1
trông mặt mũi lòng dạ ác độc !,1
khóc mức đít gắng bóng đèn ô tô lun,1
"thích chào trọng tài , chào chào dm",1
nguyễn đức bố,0
tập cặn bã,1
chậm l nhanh chậm kệ mẹ ngta cmt lắm ăn l àaaaaaaa,1
z bait rõ công nhận 2 khứa zui thiệt z,0
đọc page thư giãn,0
chả tí máu lồn gọi văn hóa,1
đặng công vinh loại mày cặc tiền mua loại xin,1
khanh truong tuổi r . cháu tưởng suy nghĩ trưởng thành . idol rách hiểu đáng tuổi mẹ ntn,1
ditme đéo hiểu,1
2 game thua cay é é é cay lỏk kkkk,1
kêu tồ kéo bú win .,0
"chơi một mình , đổ lỗi trọng tài",0
ae thất lạc abe ak,0
ảnh bên trái a độ phẫu thuật thẩm mĩ,0
jack ít tiếng lên tiếng jaxk chứng tỏ ko câm,0
ban loi 1 nam moi mua duoc 1 chiec xe d ma xa hoi thui nat toi nguoi dan luong thien,1
lấc cấc gặp bố đánh mặt đấy chó,1
kon mẹ nhà nước lũ hút máu dân,1
nè ông già liêm sỉ hảy chức,1
phong cách chịch dở,1
mồ tổ cha mày ko tưởng nhớ . mày ko xem tin tức ak,1
thực tập sinh dạy cấp 1,0
lm xong r h xin lỗy xonghả,0
mõm chúa,1
uy tín,0
mồm loz adm ns ngu bm .,1
"đụ má tao ghét ghét đắng mấy thằng dư luận viên vcc , tụi bây ăn lồn què bợ đít vcc , bợ đít tụi ông bà già tụi bây tự hào lắm",1
phục lồn mẹ chúng mày,1
địt mẹ thg fake,1
lỗi cặc,1
chụp ảnh cưới mộc châu siêu xịnnnn,0
nửa cu im như thóc,0
má ác ... ăn mấy đồng bạc phúc đức lắm,1
rác 5 củ fan rác bãi cức chó,1
mẹ mày hưởi quần xì ômô lộn ômôi kkk cười ỉa,1
giày fake giày real giày mang chân đạp đất hên xui đạp cứt đâu phân biệt k tiền mua nổi đôi dép k tỏ thượng đẳng phân biệt fake real,1
"thổi nồng độ cồn , thu xe bảo vệ tài sản dân giống nòi",0
"ad óc cứt vkl . ngu tỏ nguy hiểm , gặm xương ad .",1
xin video vs,0
bọn thất đức,1
"ôi dòi ad não phẳng phản động k bênh , dùng vài ảnh , sử dụng pts chèn chữ , thật lạc hậu , ad tg nhà quê .",1
why lồn 2 thẻ đỏ 1 pen m why suy lồn địt chó chết,1
ri thor,0
khổ thân,0
cực kì mộ dung phục,0
fan cứng điểm danh,0
thanh niên mạnh khỏe ko . ăn cướp ăn trộm thế này .,1
suc vât .. ghet nhât cai thu hai ng .,1
xưa nay voz chất cua rơ ui 3,0
tai danh hài ?,0
i love you,0
chịu đit mẹ mày ah ? cút mẹ mày nước giùm trâu sề,1
"nguyễn thu ngọc cá hâm mộ cuồng jack nhận thức ngang mấy bé khăn quàng đỏ suy nghĩ nông nổi , giờ u60 hâm mộ jack t khinh",0
"khốn nạn , chúng dàn cảnh 2 đứa đường , đứa kia thời cơ trộm xe gái mất cảnh giác ,",1
màu nam kì chúng m,1
thanh niên phân biệt vùng miền bàn phím vãi lồng . giỏi thì ra hà nội kêu bắc kỳ đường sài gòn kêu nam kỳ xem . coi thử răng hàm mặt chỉnh hình . đkm lũ phân biệt vùng miền . đkm lũ phản động .,1
lon,1
lương 7 8 tr chẳng đủ ăn cơm đâu . ăn tôm hùm sâu răng,0
"lũ miền bắc máu lạnh ,",1
câm mẹ mồm,1
nhắn thêm chữ địt chị mày chất vlon a êiiiii,1
tui đúng làn lắm,0
"nguyễn tuấn hiệp , nhạc nhẽo đéo nghe nổi hết 1 phút",1
mẹ đâu,1
bã mướng bóng già chửi chị minh hiếu,1
nguyen cuong,0
nguyễn thị thịnh xem chuẩn nè,0
"đụ má , ức chế .",1
page mày h xàm loz .... riết toàn ngta zô chửi mắng mẹ mày ko ad,1
clm,1
dung lam tt nua,0
chó cay lắm k thg con mẹ hấp hối thoi thoi mày đâu r xúc vật . đéo lo chôn cha mẹ m cắn bậy thg tiểu nhân viruss chó,1
